org_pincode,dst_pincode,dst_pincode,po_del,porter_del,box_type,len,wid,dep,vol_wt,act_wt,price,Carrier,type,period,fare_amount,base_fare,gst,edd_s,edd_e
560023,581186,KARNATAKA,TRUE,TRUE,DHLBox2,34,33,6,1.347,486,2942,Ecom Express,Surface,4,18400,15593,2806,3,4
