,org_pin,dst_pin,po_del,len,wid,dep,vol_wt,act_wt,obj_cost,service,period,price,gstPer,basePrice,gst,charge_wt,org_state,org_lat,org_long,org_hasMetroCity,org_isSpecialDest,org_po_del,dst_state,dst_lat,dst_long,dst_hasMetroCity,dst_isSpecialDest,dst_po_del
0,600032,686503,1,22.86,15.24,7.62,530,1273,20581,PREMIUM,4 Day/s,565,18,565,86,1273,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,9.6051655,76.671168,0,0,True
1,362225,686503,1,22.0,11.5,7.5,380,428,18639,PREMIUM,5 Day/s,380,18,380,58,428,GUJARAT,21.148343,70.14098849999999,0,0,True,KERALA,9.6051655,76.671168,0,0,True
2,600032,620002,0,17.7,10.1,10.1,361,187,19663,PREMIUM,1 Day/s,220,18,220,34,362,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
3,110037,620002,0,34.0,33.0,35.0,7854,4697,12818,PREMIUM,2 Day/s,4055,18,4055,619,7854,DELHI,28.54,77.1155277,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
4,110037,620002,0,34.0,33.0,35.0,7854,4370,5715,PREMIUM,2 Day/s,4055,18,4055,619,7854,DELHI,28.54,77.1155277,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
5,110043,620002,0,27.7,20.9,22.5,2605,1882,8726,PREMIUM,2 Day/s,1605,18,1605,245,2606,DELHI,28.60412,76.979822,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
6,600032,770046,1,30.0,30.0,10.0,1800,1216,7547,PREMIUM,5 Day/s,1115,18,1115,170,1800,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,22.403882,84.859261,0,0,True
7,600032,140417,1,41.7,35.9,36.9,11048,9905,15856,PREMIUM,4 Day/s,4620,18,4620,705,11049,TAMILNADU,13.03594445,80.20866665,1,0,False,PUNJAB,30.4366111,76.6833333,0,0,True
8,600032,641025,0,22.0,11.5,7.5,380,750,17991,PREMIUM,1 Day/s,305,18,305,47,750,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,11.03766455,76.92874845,1,0,False
9,600032,734203,0,22.0,11.5,7.5,380,196,9588,PREMIUM,4 Day/s,380,18,380,58,380,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,26.95717955,88.26508749999999,1,0,False
10,480441,734203,1,33.7,32.2,18.0,3900,4527,22624,PREMIUM,5 Day/s,2585,18,2585,394,4527,MADHYAPRADESH,22.200581,78.812779,0,0,True,WESTBENGAL,26.95717955,88.26508749999999,1,0,False
11,600032,763008,1,34.0,33.0,35.0,7854,5602,3230,PREMIUM,5 Day/s,4055,18,4055,619,7854,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,18.76272165,82.9278316,0,0,True
12,600032,695029,1,22.0,11.5,7.5,380,465,12242,PREMIUM,2 Day/s,305,18,305,47,465,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,8.5,76.92,0,0,True
13,110002,695029,1,34.0,33.0,35.0,7854,5009,18351,PREMIUM,2 Day/s,4055,18,4055,619,7854,DELHI,28.63391665,77.24191665000001,1,0,False,KERALA,8.5,76.92,0,0,True
14,110002,695029,1,34.0,33.0,35.0,7854,6948,19410,PREMIUM,2 Day/s,4055,18,4055,619,7854,DELHI,28.63391665,77.24191665000001,1,0,False,KERALA,8.5,76.92,0,0,True
15,600032,276127,1,55.0,45.0,41.0,20295,23293,2922,PREMIUM,7 Day/s,9240,18,9240,1409,23293,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
16,600032,276127,1,55.0,45.0,41.0,20295,16093,4809,PREMIUM,7 Day/s,8085,18,8085,1233,20295,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
17,452016,276127,1,21.0,10.1,15.5,657,1019,6101,PREMIUM,8 Day/s,870,18,870,133,1019,MADHYAPRADESH,22.7223889,76.030487,0,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
18,629164,276127,1,33.0,25.0,35.0,5775,2881,16807,PREMIUM,8 Day/s,3075,18,3075,469,5775,TAMILNADU,8.294611100000001,77.30379165,1,0,True,UTTARPRADESH,21.6097,69.1269,0,0,True
19,560026,276127,0,22.86,15.24,7.62,530,1225,17203,PREMIUM,7 Day/s,870,18,870,133,1225,KARNATAKA,12.949414,77.5363315,1,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
20,326023,276127,1,10.16,10.16,3.81,70,509,20290,PREMIUM,7 Day/s,435,18,435,66,509,RAJASTHAN,24.504777,76.1715833,0,0,True,UTTARPRADESH,21.6097,69.1269,0,0,True
21,600032,382110,1,41.7,35.9,36.9,11048,15475,21630,PREMIUM,3 Day/s,6160,18,6160,940,15475,TAMILNADU,13.03594445,80.20866665,1,0,False,GUJARAT,22.92,72.24,0,0,True
22,522001,382110,1,22.0,11.5,7.5,380,478,14368,PREMIUM,5 Day/s,380,18,380,58,478,ANDHRAPRADESH,16.4860556,80.7355833,0,0,False,GUJARAT,22.92,72.24,0,0,True
23,600032,209305,1,48.1,40.4,38.9,15118,11932,1718,PREMIUM,7 Day/s,6160,18,6160,940,15119,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,26.83895,79.53646,0,0,True
24,400091,209305,1,68.58,33.02,35.56,16105,13249,12579,PREMIUM,6 Day/s,6545,18,6545,998,16106,MAHARASHTRA,19.2318889,72.8404444,1,0,True,UTTARPRADESH,26.83895,79.53646,0,0,True
25,614612,209305,1,22.86,15.24,7.62,530,1191,9086,PREMIUM,9 Day/s,870,18,870,133,1191,TAMILNADU,79.21,10.21,1,0,True,UTTARPRADESH,26.83895,79.53646,0,0,True
26,600032,782402,1,21.0,10.1,15.5,657,1059,13569,PREMIUM,4 Day/s,870,18,870,133,1059,TAMILNADU,13.03594445,80.20866665,1,0,False,ASSAM,26.0723,91.5813,0,1,True
27,600032,782402,1,21.0,10.1,15.5,657,207,19617,PREMIUM,4 Day/s,625,18,625,95,658,TAMILNADU,13.03594445,80.20866665,1,0,False,ASSAM,26.0723,91.5813,0,1,True
28,600032,125076,1,21.7,11.5,6.6,329,621,13966,PREMIUM,4 Day/s,625,18,625,95,621,TAMILNADU,13.03594445,80.20866665,1,0,False,HARYANA,29.5235833,74.8406388,0,0,True
29,600032,673308,1,41.7,35.9,36.9,11048,7736,20514,PREMIUM,2 Day/s,2460,18,2460,375,11049,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,11.66,75.58,0,0,True
30,600032,673308,1,41.7,35.9,36.9,11048,10637,13503,PREMIUM,2 Day/s,2460,18,2460,375,11049,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,11.66,75.58,0,0,True
31,760009,673308,1,10.16,10.16,3.81,70,138,23637,PREMIUM,3 Day/s,380,18,380,58,138,ODISHA,19.3144213,84.7754792,0,0,True,KERALA,11.66,75.58,0,0,True
32,600032,670705,1,21.0,10.1,15.5,657,701,21502,PREMIUM,2 Day/s,435,18,435,66,701,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,12.055,75.655,0,0,True
33,600032,243203,1,21.7,11.5,6.6,329,561,3176,PREMIUM,8 Day/s,625,18,625,95,561,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,28.578898,79.548788,0,0,True
34,713321,243203,0,48.1,40.4,38.9,15118,10180,6244,PREMIUM,9 Day/s,6160,18,6160,940,15119,WESTBENGAL,23.580118,87.1992195,1,0,False,UTTARPRADESH,28.578898,79.548788,0,0,True
35,682313,243203,1,55.0,45.0,41.0,20295,17316,23450,PREMIUM,9 Day/s,8085,19,8085,1291,20295,KERALA,9.8680408,76.4371711,0,0,True,UTTARPRADESH,28.578898,79.548788,0,0,True
36,600032,752082,1,10.16,10.16,3.81,70,412,21073,PREMIUM,8 Day/s,305,18,305,47,412,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,20.0812537,84.9236817,0,0,True
37,600032,752082,1,10.16,10.16,3.81,70,522,22772,PREMIUM,8 Day/s,435,18,435,66,522,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,20.0812537,84.9236817,0,0,True
38,600032,461001,0,21.7,11.5,6.6,329,97,11384,PREMIUM,5 Day/s,380,18,380,58,330,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,22.7525206,77.795709,0,0,False
39,600032,461001,0,21.7,11.5,6.6,329,793,1149,PREMIUM,5 Day/s,625,18,625,95,793,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,22.7525206,77.795709,0,0,False
40,793001,461001,0,33.7,32.2,18.0,3900,1262,16757,PREMIUM,5 Day/s,2095,18,2095,320,3907,MEGHALAYA,25.576308335,91.889030555,0,1,False,MADHYAPRADESH,22.7525206,77.795709,0,0,False
41,600032,500008,0,17.7,10.1,10.1,361,957,2277,PREMIUM,1 Day/s,435,18,435,66,957,TAMILNADU,13.03594445,80.20866665,1,0,False,TELANGANA,17.63905556,78.6665,1,0,False
42,690539,500008,0,30.0,30.0,10.0,1800,1013,8852,PREMIUM,1 Day/s,695,19,695,111,1800,KERALA,9.051852,76.332077,0,0,True,TELANGANA,17.63905556,78.6665,1,0,False
43,229316,500008,0,22.86,15.24,7.62,530,236,9752,PREMIUM,3 Day/s,570,18,570,87,531,UTTARPRADESH,29.43925,80.90902779999999,0,0,True,TELANGANA,17.63905556,78.6665,1,0,False
44,176215,500008,0,22.0,11.5,7.5,380,372,12938,PREMIUM,2 Day/s,345,18,345,53,380,HIMACHALPRADESH,32.2147222,76.3214444,0,0,False,TELANGANA,17.63905556,78.6665,1,0,False
45,517319,500008,1,33.7,32.2,18.0,3900,3680,13839,PREMIUM,2 Day/s,1215,18,1215,185,3907,ANDHRAPRADESH,13.11928,78.7631,0,0,True,TELANGANA,17.63905556,78.6665,1,0,False
46,600032,721632,1,15.16,15.16,7.0,321,697,2563,PREMIUM,4 Day/s,625,18,625,95,697,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,23.1444,87.898,1,0,True
47,600032,209870,1,27.7,20.9,22.5,2605,1416,23252,PREMIUM,7 Day/s,1605,18,1605,245,2606,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,26.7867825,80.495652,0,0,True
48,600032,721659,1,48.1,40.4,38.9,15118,9252,10685,PREMIUM,4 Day/s,6160,18,6160,940,15119,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,22.0894444,88.0291,1,0,True
49,600032,480106,1,22.0,11.5,7.5,380,34,23488,PREMIUM,7 Day/s,380,18,380,58,380,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,21.652616,78.83065500000001,0,0,True
50,248179,480106,1,33.0,25.0,35.0,5775,4029,6002,PREMIUM,8 Day/s,3075,18,3075,469,5775,UTTARAKHAND,30.4568056,78.0741,0,0,False,MADHYAPRADESH,21.652616,78.83065500000001,0,0,True
51,600032,768005,1,48.1,40.4,38.9,15118,20541,22293,PREMIUM,2 Day/s,8085,18,8085,1233,20541,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,21.4304154,84.0259546,0,0,True
52,502324,768005,1,17.7,10.1,10.1,361,604,23639,PREMIUM,2 Day/s,625,18,625,95,604,TELANGANA,17.5189167,78.2776667,1,0,True,ODISHA,21.4304154,84.0259546,0,0,True
53,600032,641035,1,33.0,25.0,35.0,5775,2495,14730,PREMIUM,3 Day/s,1155,18,1155,176,5775,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,11.07529,76.997219,1,0,True
54,171001,641035,1,55.0,45.0,41.0,20295,13474,24360,PREMIUM,5 Day/s,8085,18,8085,1233,20295,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.07529,76.997219,1,0,True
55,171001,641035,1,55.0,45.0,41.0,20295,26933,12452,PREMIUM,5 Day/s,8505,18,8505,1297,26933,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.07529,76.997219,1,0,True
56,600032,226026,0,33.7,32.2,10.0,2170,826,9330,PREMIUM,2 Day/s,1360,18,1360,207,2171,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,26.89776,80.9827164,0,0,False
57,600032,638506,1,22.86,15.24,7.62,530,598,8518,PREMIUM,5 Day/s,305,18,305,47,598,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,11.507282,77.3729485,1,0,True
58,713124,638506,1,22.0,11.5,7.5,380,1067,21477,PREMIUM,5 Day/s,870,18,870,133,1067,WESTBENGAL,23.17,87.96,1,0,True,TAMILNADU,11.507282,77.3729485,1,0,True
59,600032,466001,0,55.0,45.0,41.0,20295,8251,20484,PREMIUM,5 Day/s,8085,18,8085,1233,20295,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,23.204451,77.075664,0,0,False
60,683542,466001,0,22.86,15.24,7.62,530,757,6882,PREMIUM,5 Day/s,625,19,625,100,757,KERALA,10.1154167,76.4764722,0,0,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
61,683542,466001,0,22.86,15.24,7.62,530,1284,9653,PREMIUM,5 Day/s,870,19,870,139,1284,KERALA,10.1154167,76.4764722,0,0,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
62,517644,466001,0,33.7,32.2,18.0,3900,2479,15333,PREMIUM,6 Day/s,2095,18,2095,320,3907,ANDHRAPRADESH,13.75601385,79.7067409,0,0,False,MADHYAPRADESH,23.204451,77.075664,0,0,False
63,783381,466001,1,68.58,33.02,35.56,16105,14260,5724,PREMIUM,6 Day/s,6545,18,6545,998,16106,ASSAM,26.48083035,90.5081878,0,1,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
64,783381,466001,1,68.58,33.02,35.56,16105,13746,18591,PREMIUM,6 Day/s,6545,18,6545,998,16106,ASSAM,26.48083035,90.5081878,0,1,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
65,600032,629170,1,33.7,32.2,18.0,3900,2697,15371,PREMIUM,5 Day/s,815,18,815,124,3907,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,8.3744028,77.15808335,1,0,True
66,600032,629170,1,33.7,32.2,18.0,3900,5302,6119,PREMIUM,5 Day/s,1070,18,1070,163,5302,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,8.3744028,77.15808335,1,0,True
67,600032,733215,1,34.0,33.0,35.0,7854,3644,5219,PREMIUM,6 Day/s,4055,18,4055,619,7854,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,25.22,88.77,1,0,True
68,600032,180013,1,55.0,45.0,41.0,20295,10075,24139,PREMIUM,3 Day/s,8085,18,8085,1233,20295,TAMILNADU,13.03594445,80.20866665,1,0,False,JAMMUANDKASHMIR,32.772311,74.839821,0,1,True
69,171001,394325,1,17.7,10.1,10.1,361,118,14986,PREMIUM,5 Day/s,380,18,380,58,362,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,GUJARAT,21.1927,72.97395,0,0,True
70,508111,394325,1,17.7,10.1,10.1,361,385,20676,PREMIUM,4 Day/s,380,18,380,58,385,TELANGANA,17.48119665,79.16309580000001,1,0,True,GUJARAT,21.1927,72.97395,0,0,True
71,508111,394325,1,17.7,10.1,10.1,361,636,1988,PREMIUM,4 Day/s,625,18,625,95,636,TELANGANA,17.48119665,79.16309580000001,1,0,True,GUJARAT,21.1927,72.97395,0,0,True
72,171001,305630,1,34.0,33.0,6.0,1347,1157,3357,PREMIUM,7 Day/s,565,18,565,86,1347,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,RAJASTHAN,26.09,74.61,0,0,True
73,571201,305630,1,27.7,20.9,22.5,2605,1195,19575,PREMIUM,7 Day/s,1605,18,1605,245,2606,KARNATAKA,12.4223611,75.730522,1,0,False,RAJASTHAN,26.09,74.61,0,0,True
74,571201,305630,1,27.7,20.9,22.5,2605,2364,18668,PREMIUM,7 Day/s,1605,18,1605,245,2606,KARNATAKA,12.4223611,75.730522,1,0,False,RAJASTHAN,26.09,74.61,0,0,True
75,442201,305630,1,22.0,11.5,7.5,380,304,22062,PREMIUM,6 Day/s,380,18,380,58,380,MAHARASHTRA,20.9487,78.22508099999999,1,0,True,RAJASTHAN,26.09,74.61,0,0,True
76,400603,305630,0,15.16,15.16,7.0,321,133,2866,PREMIUM,6 Day/s,380,18,380,58,322,MAHARASHTRA,19.183125,72.97615275000001,1,0,False,RAJASTHAN,26.09,74.61,0,0,True
77,171001,396321,1,22.86,15.24,7.62,530,1140,15159,PREMIUM,5 Day/s,870,18,870,133,1140,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,GUJARAT,20.77,72.96,0,0,True
78,534003,396321,0,34.0,33.0,35.0,7854,5633,5021,PREMIUM,5 Day/s,4055,18,4055,619,7854,ANDHRAPRADESH,16.733400000000003,81.06431945,0,0,False,GUJARAT,20.77,72.96,0,0,True
79,171001,678556,1,17.7,10.1,10.1,361,885,12124,PREMIUM,5 Day/s,625,18,625,95,885,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,76.8344,13.1652,0,0,True
80,171001,678556,1,17.7,10.1,10.1,361,985,22854,PREMIUM,5 Day/s,625,18,625,95,985,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,76.8344,13.1652,0,0,True
81,193404,678556,1,33.7,32.2,18.0,3900,1608,20393,PREMIUM,4 Day/s,2095,18,2095,320,3907,JAMMUANDKASHMIR,34.08385,74.502146,0,1,False,KERALA,76.8344,13.1652,0,0,True
82,193404,678556,1,33.7,32.2,18.0,3900,5281,5813,PREMIUM,4 Day/s,2830,18,2830,432,5281,JAMMUANDKASHMIR,34.08385,74.502146,0,1,False,KERALA,76.8344,13.1652,0,0,True
83,171001,683548,1,34.0,33.0,35.0,7854,7187,13569,PREMIUM,5 Day/s,4055,18,4055,619,7854,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
84,171001,683548,1,34.0,33.0,35.0,7854,2577,14736,PREMIUM,5 Day/s,4055,18,4055,619,7854,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
85,335512,683548,1,33.7,32.2,10.0,2170,1953,23001,PREMIUM,6 Day/s,1360,18,1360,207,2171,RAJASTHAN,29.636531,74.297166,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
86,335512,683548,1,33.7,32.2,10.0,2170,2504,19237,PREMIUM,6 Day/s,1605,18,1605,245,2504,RAJASTHAN,29.636531,74.297166,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
87,171001,680513,1,30.0,30.0,10.0,1800,2223,4802,PREMIUM,5 Day/s,1360,18,1360,207,2223,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,10.51279,76.076883,0,0,True
88,145001,680513,1,33.7,32.2,18.0,3900,1019,13838,PREMIUM,5 Day/s,2095,18,2095,320,3907,PUNJAB,32.285,75.695,0,0,False,KERALA,10.51279,76.076883,0,0,True
89,203412,680513,1,33.0,25.0,35.0,5775,5540,2380,PREMIUM,5 Day/s,3075,18,3075,469,5775,UTTARPRADESH,28.6168381,78.03051395,0,0,True,KERALA,10.51279,76.076883,0,0,True
90,171001,635810,1,55.0,45.0,41.0,20295,18942,18123,PREMIUM,5 Day/s,8085,18,8085,1233,20295,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,12.944974,78.725423,1,0,True
91,522409,635810,1,10.16,10.16,3.81,70,287,16963,PREMIUM,4 Day/s,305,18,305,47,287,ANDHRAPRADESH,16.6784,80.12295835,0,0,True,TAMILNADU,12.944974,78.725423,1,0,True
92,171001,562110,1,22.86,15.24,7.62,530,702,3406,PREMIUM,4 Day/s,625,18,625,95,702,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KARNATAKA,13.23,77.66,1,0,True
93,689656,562110,1,36.7,30.0,28.9,6363,2296,21176,PREMIUM,3 Day/s,1865,19,1865,298,6364,KERALA,9.22,76.79,0,0,True,KARNATAKA,13.23,77.66,1,0,True
94,171001,713321,0,34.0,33.0,35.0,7854,10912,23584,PREMIUM,6 Day/s,4235,18,4235,646,10912,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,WESTBENGAL,23.580118,87.1992195,1,0,False
95,171001,713321,0,34.0,33.0,35.0,7854,3774,13505,PREMIUM,6 Day/s,4055,18,4055,619,7854,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,WESTBENGAL,23.580118,87.1992195,1,0,False
96,403509,713321,0,68.58,33.02,35.56,16105,10471,8437,PREMIUM,5 Day/s,6545,18,6545,998,16106,GOA,44.436736100000005,44.7987361,0,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
97,403509,713321,0,68.58,33.02,35.56,16105,13646,11136,PREMIUM,5 Day/s,6545,18,6545,998,16106,GOA,44.436736100000005,44.7987361,0,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
98,209725,713321,0,21.7,11.5,6.6,329,680,4785,PREMIUM,5 Day/s,625,18,625,95,680,UTTARPRADESH,27.05647225,79.917875,0,0,False,WESTBENGAL,23.580118,87.1992195,1,0,False
99,209725,713321,0,21.7,11.5,6.6,329,1115,17884,PREMIUM,5 Day/s,870,18,870,133,1115,UTTARPRADESH,27.05647225,79.917875,0,0,False,WESTBENGAL,23.580118,87.1992195,1,0,False
100,501510,713321,0,55.0,45.0,41.0,20295,18280,22848,PREMIUM,3 days,8085,18,8085,1233,20295,TELANGANA,17.2278056,78.5873611,1,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
101,243203,713321,0,48.1,40.4,38.9,15118,10180,6244,PREMIUM,5 Day/s,6160,18,6160,940,15119,UTTARPRADESH,28.578898,79.548788,0,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
102,171001,641602,0,21.0,10.1,15.5,657,922,4833,PREMIUM,3 Day/s,625,18,625,95,922,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.112516,77.3408,1,0,False
103,571201,641602,0,48.1,40.4,38.9,15118,12659,10971,PREMIUM,2 Day/s,3280,18,3280,500,15119,KARNATAKA,12.4223611,75.730522,1,0,False,TAMILNADU,11.112516,77.3408,1,0,False
104,226017,641602,0,21.7,11.5,6.6,329,1150,8441,PREMIUM,2 Day/s,870,18,870,133,1150,UTTARPRADESH,26.85817005,80.8460142,0,0,False,TAMILNADU,11.112516,77.3408,1,0,False
105,171001,342307,1,30.0,30.0,10.0,1800,1150,13101,PREMIUM,7 Day/s,695,18,695,106,1800,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,RAJASTHAN,27.42695,72.1637,0,0,True
106,171001,121105,1,33.0,25.0,35.0,5775,3391,1572,PREMIUM,3 Day/s,1735,18,1735,265,5775,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,HARYANA,28.0106915,77.31708255000001,0,0,True
107,793001,121105,1,10.16,10.16,3.81,70,330,12236,PREMIUM,5 Day/s,380,18,380,58,330,MEGHALAYA,25.576308335,91.889030555,0,1,False,HARYANA,28.0106915,77.31708255000001,0,0,True
108,563160,121105,1,33.7,32.2,10.0,2170,2339,8162,PREMIUM,4 Day/s,1360,18,1360,207,2339,KARNATAKA,13.0034948,77.9424531,1,0,True,HARYANA,28.0106915,77.31708255000001,0,0,True
109,563160,121105,1,33.7,32.2,10.0,2170,1840,23631,PREMIUM,4 Day/s,1360,18,1360,207,2171,KARNATAKA,13.0034948,77.9424531,1,0,True,HARYANA,28.0106915,77.31708255000001,0,0,True
110,816101,121105,1,34.0,33.0,35.0,7854,2480,13118,PREMIUM,5 Day/s,4055,18,4055,619,7854,JHARKHAND,24.894,87.79259,0,0,True,HARYANA,28.0106915,77.31708255000001,0,0,True
111,171001,574201,0,15.16,15.16,7.0,321,974,16314,PREMIUM,3 Day/s,625,18,625,95,974,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
112,609003,574201,0,55.0,45.0,41.0,20295,21113,8222,PREMIUM,4 Day/s,4510,18,4510,688,21113,TAMILNADU,11.0971389,79.62605555,1,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
113,679329,574201,0,33.7,32.2,18.0,3900,1152,4974,PREMIUM,3 Day/s,1215,19,1215,194,3907,KERALA,11.286975,76.214596,0,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
114,679329,574201,0,33.7,32.2,18.0,3900,3628,8832,PREMIUM,3 Day/s,1215,19,1215,194,3907,KERALA,11.286975,76.214596,0,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
115,570007,574201,1,22.0,11.5,7.5,380,494,19566,PREMIUM,2 Day/s,220,18,220,34,494,KARNATAKA,12.32969444,76.66525,1,0,True,KARNATAKA,12.7584668,75.2000556,1,0,False
116,570007,574201,1,22.0,11.5,7.5,380,62,21821,PREMIUM,2 Day/s,220,18,220,34,380,KARNATAKA,12.32969444,76.66525,1,0,True,KARNATAKA,12.7584668,75.2000556,1,0,False
117,171001,641019,1,33.0,25.0,35.0,5775,6430,11864,PREMIUM,3 Day/s,3320,18,3320,506,6430,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.17874,76.9603959,1,0,True
118,176001,641019,1,17.7,10.1,10.1,361,765,8033,PREMIUM,3 Day/s,625,18,625,95,765,HIMACHALPRADESH,32.108559,76.2742778,0,0,True,TAMILNADU,11.17874,76.9603959,1,0,True
119,274301,641019,1,15.16,15.16,7.0,321,717,8710,PREMIUM,3 Day/s,625,18,625,95,717,UTTARPRADESH,26.73,83.29,0,0,True,TAMILNADU,11.17874,76.9603959,1,0,True
120,274301,641019,1,15.16,15.16,7.0,321,268,18547,PREMIUM,3 Day/s,380,18,380,58,322,UTTARPRADESH,26.73,83.29,0,0,True,TAMILNADU,11.17874,76.9603959,1,0,True
121,171001,678671,1,55.0,45.0,41.0,20295,8210,22472,PREMIUM,5 Day/s,8085,18,8085,1233,20295,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,43.6507355,46.117859,0,0,True
122,628216,678671,1,17.7,10.1,10.1,361,316,2233,PREMIUM,5 Day/s,305,18,305,47,362,TAMILNADU,8.5199722,78.1161389,1,0,True,KERALA,43.6507355,46.117859,0,0,True
123,171001,472442,1,30.0,30.0,10.0,1800,2071,14897,PREMIUM,7 Day/s,825,18,825,126,2071,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,MADHYAPRADESH,24.5271,78.8269,0,0,True
124,713333,472442,1,33.7,32.2,18.0,3900,3692,9918,PREMIUM,8 Day/s,2095,18,2095,320,3907,WESTBENGAL,23.692297,86.829565,1,0,True,MADHYAPRADESH,24.5271,78.8269,0,0,True
125,171001,160005,1,17.7,10.1,10.1,361,651,21245,PREMIUM,1 Day/s,435,18,435,66,651,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,CHANDIGARH,30.9666111,76.3715277,0,0,True
126,171001,242001,0,33.0,25.0,35.0,5775,1210,21438,PREMIUM,3 Day/s,1735,18,1735,265,5775,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,UTTARPRADESH,27.8837,79.9122,0,0,False
127,635802,242001,0,55.0,45.0,41.0,20295,17594,18081,PREMIUM,5 Day/s,8085,18,8085,1233,20295,TAMILNADU,12.7858245,78.7185915,1,0,False,UTTARPRADESH,27.8837,79.9122,0,0,False
128,171001,783369,1,21.7,11.5,6.6,329,923,17161,PREMIUM,5 Day/s,625,18,625,95,923,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,ASSAM,26.425546,90.3503,0,1,True
