Pincode,Latitude
141417,30.729733
141418,30.8377441
141419,30.7265
141421,30.782078499999997
141422,30.813234
141801,30.83
142001,30.81337
142002,30.86255
142003,30.86255
142011,30.7880395
142021,30.837477
142022,29.870776499999998
142023,30.8113056
142024,30.8330926
142025,30.879331
142026,30.7936111
142027,30.91027185
142028,30.83574255
142029,30.79855005
142030,30.7407155
142031,30.621136749999998
142032,30.6286505
142033,30.905016
142034,30.745431
142035,30.714298
142036,30.8426
142037,30.71536225
142038,30.70515
142039,30.8164653
142040,31.014
142041,30.92545
142042,30.934188
142043,30.9010984
142044,31.09945
142045,30.81337
142046,30.5705
142047,30.94655
142048,30.8325251
142049,30.78605
142050,30.918105
142052,30.7456
142053,30.7984
142054,30.85355
142055,30.57603
142056,30.68265
142057,30.57719
142058,30.861991699999997
142060,30.918104
143001,31.638561
143002,31.6342805
143003,31.63
143004,31.6386
143005,31.63
143006,31.62
143008,31.685000000000002
143009,31.56
143022,31.58
143101,31.72
143102,31.84
143103,31.869999999999997
143105,31.62
143107,31.61
143108,31.625
143109,31.744999999999997
143111,31.5544
143112,31.505000000000003
143113,31.64
143114,31.68
143115,31.53
143116,31.634999999999998
143117,31.448225
143118,31.42
143119,31.705
143149,31.56
143201,31.516559
143202,31.575
143203,31.619999999999997
143204,31.56
143205,31.58
143301,31.48
143302,31.42
143303,31.3494545
143304,31.29
143305,31.35
143401,31.457758
143402,31.46
143406,31.46
143407,31.365000000000002
143408,31.26
143409,31.969195
143410,31.28905
143411,31.3783001
143412,31.21
143413,31.46
143414,31.5
143415,31.333383
143416,31.246754
143419,31.15549
143422,31.34
143501,31.67
143502,31.72525
143504,31.74
143505,31.81375
143506,31.75362
143507,31.83
143511,31.915
143512,31.98
143513,31.901125
143514,31.682949999999998
143515,31.685000000000002
143516,31.8
143517,31.86
143518,31.8711
143519,31.96
143520,32.02
143521,32.043274
143525,32.18
143526,32.08622
143527,31.78
143528,31.94
143529,31.975
143530,32.03
143531,32.085
143532,32.13
143533,32.114999999999995
143534,32.195
143601,31.77
143602,31.86
143603,31.935000000000002
143604,32.004999999999995
143605,31.93
143606,31.814999999999998
144001,31.326723
144002,31.374225
144003,31.326723
144004,31.326723
144005,31.300299
144006,31.300299
144007,31.300299
144008,31.326723
144009,31.326723
144010,31.300299
144011,31.326723
144012,31.1923
144020,31.2415
144021,31.2701615
144022,31.300299
144023,31.300299
144024,31.261
144025,31.3835
144026,31.3524
144027,31.326723
144028,31.339561500000002
144029,31.0855
144030,31.3677115
144031,31.52747
144032,31.217809
144033,31.52747
144034,31.217806
144035,31.37264
144036,31.217808
144037,31.52747
144039,31.125808
144040,31.1449
144041,31.3669076
144042,31.52747
144043,31.217806
144044,31.52747
144101,31.3404
144102,31.3875
144103,31.422
144104,31.364911499999998
144105,31.25
144106,31.4736
144201,31.3263
144202,31.42
144204,31.435000000000002
144205,31.81726
144206,31.56
144207,75.64
144208,31.049999999999997
144209,31.244999999999997
144210,31.53
144211,31.5143178
144212,31.63
144213,31.8
144214,30.955
144216,31.483629999999998
144221,31.8
144222,31.78
144223,31.285
144224,31.16
144301,31.434350000000002
144302,31.0564
144303,31.4325
144305,31.340000000000003
144306,31.93
144311,31.5988089
144401,31.2486
144402,31.2370615
144403,31.29515
144404,31.515963
144405,31.33648635
144406,30.9829815
144407,31.34097
144408,31.3488818
144409,31.0936
144410,31.0357
144411,31.2396
144415,31.300299
144416,31.0828
144417,31.1843495
144418,31.117350000000002
144419,31.0531
144421,31.1005
144422,31.0536
144501,31.1942
144502,31.1617
144503,31.2222
144504,31.22795
144505,31.19405
144506,31.1869
144507,31.1186
144508,31.300299
144509,31.1544
144510,31.2144
144511,30.9755
144512,31.1634
144513,31.1343
144514,31.0667
144515,31.0675
144516,31.104
144517,31.053
144518,31.0484
144519,31.56
144520,31.35
144521,31.325000000000003
144522,31.25
144523,31.44
144524,31.085
144525,31.42
144526,31.26
144527,31.25
144528,31.27
144529,31.455
144530,31.56
144531,31.47
144532,31.45
144533,31.516
144601,31.378505
144602,31.34831
144603,31.38345
144606,31.37493
144620,31.374928
144621,31.61279
144622,31.51654
144623,31.26957
144624,31.5423307
144625,31.2113269
144626,31.19524
144628,31.397189
144629,31.0919
144630,31.142654999999998
144631,31.49894025
144632,31.20136875
144633,31.1846339
144701,31.17076
144702,31.06579
144703,31.8362
144801,31.405665
144802,31.43295
144803,31.271604949999997
144804,31.51712
144805,31.382075
144806,31.33219915
144819,31.5726041
145001,32.285
145022,32.42
145023,32.325
145024,32.196636999999996
145025,32.254999999999995
145026,32.24
145027,32.32
145029,32.39
145101,32.13
146001,31.515963
146021,31.26
146022,31.255000000000003
146023,31.25
146024,31.515963
146101,31.5379815
146102,31.46
146103,31.515963
146104,31.12
146105,31.515963
146106,31.515963
146107,31.515963
146108,31.4829815
146109,31.235
146110,31.42
146111,31.5479815
146112,31.46
146113,31.58
146114,31.45
146115,31.25
146116,31.44
147001,30.3360278
147002,30.3500139
147003,30.34918055
147004,30.355874999999997
147005,30.3391944
147006,30.42
147007,30.2549
147008,30.334
147021,30.36533335
147101,30.165
147102,30.00945835
147103,30.2869028
147104,30.51
147105,29.91
147111,30.18
147201,30.3758056
147202,30.52
147203,30.6
147301,30.6640833
148001,30.2463611
148002,30.213144
148017,30.3457625
148018,30.398147
148019,30.5893666
148020,30.522664
148021,30.6580035
148022,30.510254500000002
148023,30.452505
148024,30.396151500000002
148025,31.311716
148026,30.213715
148027,29.830516199999998
148028,30.099838
148029,30.131501
148030,30.001998
148031,29.888250499999998
148033,29.833887
148034,30.318271
148035,30.10435
148100,30.48319175
148101,30.36823605
148102,30.404437
148103,30.88007155
148104,30.528356
148105,30.273846900000002
148106,12.5645
148107,30.295289750000002
148108,30.311764
148109,30.351953
151001,30.160259
151002,30.21
151003,30.160259
151004,30.160259
151005,30.1638
151006,30.2046
151101,30.1832
151102,30.3227
151103,30.251150000000003
151104,30.3181
151105,30.213179500000003
151106,30.4159
151108,30.160259
151111,30.2352
151201,30.3016
151202,30.4508346
151203,30.666212
151204,30.54205
151205,30.43677
151206,30.4295
151207,30.64405
151208,30.52855
151209,30.6185
151210,30.2958
151211,30.14212
151212,30.404166
151213,30.666707000000002
151214,30.6968678
151301,30.0119
151302,29.9281
151401,30.0409
151501,30.02185
151502,29.960749999999997
151503,29.826050000000002
151504,30.1016
151505,29.92905
151506,30.14015
151507,29.64295
151508,30.0861
151509,30.0548
151510,30.14507
152001,30.927546
152002,31.00523
152003,30.99155
152004,29.97117
152005,30.78825185
152020,30.4525155
152021,30.82655
152022,30.6863
152023,30.84315
152024,30.56734
152025,30.47753
152026,30.528611050000002
152028,30.918719449999998
152031,30.561173
152032,30.36775
152033,30.97996
152101,30.24827445
152107,30.23285
152112,30.259178
152113,30.0665
152114,30.0665
152115,30.7444
152116,30.14265
152117,30.215825
152118,30.9265586
152121,30.32155
152122,30.2451
152123,30.403726
152124,30.403733
152128,30.4037305
152132,30.04488
160001,30.7602777
160002,30.692051
160003,30.684289399999997
160004,30.6473056
160005,30.9666111
160006,30.742
160009,30.74430555
160011,30.756722250000003
160012,30.7543194
160014,30.692051
160015,30.74956945
160016,30.692051
160017,30.7420833
160018,30.73716665
160019,30.72505555
160020,30.7420833
160022,30.724791699999997
160023,30.7396389
160025,30.7529722
160030,30.72589
160036,30.7044722
160043,30.7420833
160047,30.69630558
160055,30.7455
160059,30.85058055
160062,30.70462555
160071,30.9666111
160101,30.70281715
160102,30.6921644
160103,30.692051
160104,30.692051
171001,31.102875
171002,31.0891389
171003,31.04918055
171004,31.183222200000003
171005,31.226
171006,31.11293055
171007,31.21027
171008,31.1045556
171009,31.0782
171010,31.0765556
171011,31.010472200000002
171012,31.15775835
171013,31.26126
171014,31.08198
171015,31.1669
171018,31.21018055
171019,31.1226389
171102,30.904486
171103,31.210205000000002
171201,31.139000000000003
171202,31.159125
171203,30.9231
171204,31.1173857
171205,31.1180149
171206,31.2103
171207,31.212
171208,31.2122
171209,31.2108
171210,30.9172778
171211,31.2163
171212,31.210325
171213,31.2526111
171214,31.21012
171215,31.1088795
171216,31.310235
171217,31.21032
171218,31.0238333
171219,31.0412778
171220,31.2105
171221,31.21123
171222,31.1384722
171223,31.2086944
171224,31.2852778
171225,31.40487
171226,30.974775
171301,31.246
172001,31.47335
172002,31.58187
172021,31.30929285
172022,31.4149
172023,31.43854
172024,31.3182769
172025,31.16755
172026,31.4284
172027,31.3182769
172028,31.33668
172029,31.31827195
172030,31.32052
172031,31.3182759
172032,31.4581
172033,31.34745
172034,31.61723
172101,31.5127561
172102,31.5048
172103,31.5551944
172104,31.53774825
172105,31.5131
172106,31.42549145
172107,31.536489
172108,31.5460886
172109,31.6008046
172110,31.702
172111,31.77845
172112,31.856692549999998
172113,32.3562355
172114,32.52877075
172115,31.70645
172116,31.58055
172117,32.0567222
172118,31.645519999999998
172201,32.04602
173001,30.5994164
173021,30.5233346
173022,30.6957312
173023,30.6957312
173024,30.8465908
173025,30.445283
173026,30.6166944
173027,30.849989
173029,30.6748131
173030,30.55027515
173031,30.70616115
173032,30.849989
173101,30.849989
173104,30.7243974
173201,30.9018056
173202,30.9019722
173204,30.9036944
173205,30.904486
173206,30.904486
173207,30.93805665
173208,30.904486
173209,30.904486
173210,30.8782222
173211,30.9063123
173212,30.904486
173213,30.9244167
173214,30.916729099999998
173215,30.904486
173217,30.9548645
173218,30.904486
173220,30.87593065
173221,30.904486
173222,31.0546944
173223,30.849989
173225,30.904486
173229,30.8900556
173230,30.8591111
173233,30.904486
173234,30.9702143
173235,30.904486
173236,30.9731
174001,31.3406
174002,53.908049999999996
174003,31.4487
174004,31.3913
174005,31.3121
174011,31.2306
174012,31.39
174013,31.4176
174015,31.282249999999998
174017,31.3024
174021,31.4491
174023,54.093225
174024,31.37655
174026,31.5061
174027,31.5385
174028,31.57
174029,31.4187
174030,31.4279
174031,31.36905
174032,31.25645
174033,31.31803335
174034,31.3475
174035,31.3423
174036,31.38425
174101,30.911293
174102,30.904486
174103,30.9023056
174201,31.3788
174301,31.3530388
174302,31.5650678
174303,31.5091665
174304,31.5553
174305,31.5255
174306,31.4437
174307,31.6393175
174308,31.5693274
174309,31.510550000000002
174310,31.27595
174311,31.60095
174312,31.61865
174314,31.6074167
174315,31.4064203
174316,31.5878889
174317,31.4778889
174319,31.8090278
174320,31.6511667
174321,31.5491986
174405,31.6004
174503,31.379343
174505,54.0662472
174507,31.3492
175001,31.7018333
175002,31.549999999999997
175003,31.708256
175004,31.708256
175005,31.708256
175006,31.708256
175007,31.70855855
175008,31.6
175009,31.708256
175010,31.708256
175011,31.36
175012,31.8763056
175013,31.708256
175014,31.708256
175015,31.708256
175016,31.934421
175017,31.4140278
175018,31.708256
175019,31.5356111
175020,31.9639
175021,31.708256
175023,31.6306528
175024,31.691833350000003
175025,31.7559167
175026,31.75
175027,31.549999999999997
175028,31.55
175029,31.58
175030,31.44
175031,31.465
175032,31.708256
175033,31.708256
175034,31.52
175035,31.62
175036,31.5688333
175037,31.7129722
175038,31.37
175039,31.50416665
175040,31.708256
175042,31.689458350000002
175045,31.494999999999997
175046,31.37905555
175047,31.47
175048,31.708256
175049,31.708256
175050,31.708256
175051,31.8656389
175052,31.72954165
175075,31.77
175101,31.96
175102,31.9655
175103,32.28
175104,32.07475
175105,32.0
175106,31.66918055
175121,31.708256
175123,31.62
175124,31.66370835
175125,31.87
175126,31.8933611
175128,32.025000000000006
175129,32.1050972
175130,32.1163611
175131,32.18
175132,32.560565
175133,32.6159
175134,31.76491665
175136,32.062736099999995
175138,31.99
175139,32.6489
175140,32.5099
175141,31.8467639
175142,32.7296528
175143,32.2001667
176001,32.108559
176002,32.100477
176021,32.15802
176022,32.165372
176023,32.144178
176025,32.041329000000005
176026,32.081731
176027,32.0576535
176028,31.979065499999997
176029,32.016153
176030,31.912124
176031,31.877768
176032,31.823231
176033,32.000512
176036,31.8189205
176037,32.028185
176038,31.786315
176039,31.461
176040,31.6861
176041,31.60595
176042,31.5733
176043,31.5966
176044,31.59895
176045,31.6429
176047,32.099803
176048,31.6201
176049,31.593069999999997
176051,32.213118
176052,32.17161
176053,32.086251
176054,31.9950525
176055,31.50372265
176056,32.1129575
176057,32.1964285
176058,31.9866944
176059,32.122634
176060,32.084132499999996
176061,32.1072778
176062,32.1031389
176063,32.048397550000004
176064,32.0893025
176065,32.03537465
176066,31.829682
176067,32.070477
176071,32.031452
176073,31.924469
176075,31.5525
176076,32.002001
176077,32.0735314
176081,32.073155
176082,31.864781999999998
176083,32.027867
176084,31.982721
176085,32.0580278
176086,31.962490000000003
176087,32.028038
176088,31.9387222
176089,31.904548849999998
176090,31.835
176091,31.8880833
176092,31.994981000000003
176093,31.987112
176094,31.963732
176095,31.91976
176096,31.923766
176097,31.889062950000003
176098,31.839868
176101,32.014293
176102,32.070766
176103,32.046328
176107,31.931566699999998
176108,31.83125
176109,31.8708
176110,31.8338
176111,31.7633
176115,32.071426
176125,32.05078
176128,31.97243805
176200,32.29421000000001
176201,32.264998
176202,32.3027059
176203,32.085911
176204,32.223821
176205,32.21903
176206,32.21409
176207,32.301749
176208,32.164762
176209,32.1483775
176210,32.149666999999994
176211,32.3742221
176213,32.193479
176214,32.135822
176215,32.2147222
176216,32.2404601
176217,32.208622
176218,32.21275
176219,32.2407979
176225,32.1928765
176301,32.48707
176302,32.43027
176303,32.54372
176304,32.54178
176305,32.54439
176306,32.57661
176308,32.60763
176309,32.443697
176310,32.557666499999996
176311,32.478939
176312,32.69673
176313,32.459865
176314,32.571285
176315,32.45118
176316,32.84921
176317,32.72039
176318,32.574600000000004
176319,32.66454
176320,32.72116
176321,32.76582
176323,32.988165
176324,32.443858
176325,32.62643
176326,32.327025000000006
176401,32.134632
176402,32.184538599999996
176403,32.21625
176501,31.898062
176502,32.026642
176601,31.422338
177001,31.6772
177005,31.70415
177006,31.63185
177007,31.68025
177020,31.7239528
177021,31.12
177022,31.7568
177023,31.698349999999998
177024,31.6501
177025,31.6763
177026,31.6205
177027,31.7201
177028,31.8217
177029,31.67058335
177031,31.6107674
177033,31.77335
177034,31.717681499999998
177038,31.6861
177039,31.5839967
177040,31.689
177041,31.6784
177042,31.7302
177043,31.779026
177044,34.7402
177045,31.7425
177048,31.7112
177101,32.003666
177103,31.849001
177104,31.850251
177105,31.890694
177106,31.849748
177107,31.823048
177108,31.808971
177109,31.766571
177110,31.8219065
177111,31.882469
177112,31.862588
177113,31.922724
177114,31.929837
177117,31.8963215
177118,54.1798611
177119,31.608800000000002
177201,31.657479
177202,31.7093056
177203,31.6873735
177204,31.779668
177205,31.501
177206,31.6178
177207,31.5040833
177208,31.56927
177209,31.461781
177210,31.7005833
177211,31.615267
177212,31.57412275
177213,31.586747799999998
177219,31.71983925
177220,31.4133865
177301,31.7033
177401,31.626849999999997
177501,31.6458
177601,31.709741649999998
180001,32.732837
180002,32.722613
180003,32.68958945
180004,32.6964616
180005,32.744988
180006,32.722836
180007,33.756913499999996
180009,32.652915
180010,32.668291
180011,32.6769045
180012,32.6984722
180013,32.772311
180015,32.692392
180016,32.7320065
180017,32.7513889
180018,32.743578
180019,32.72965
180020,32.69575
181101,32.6439715
181102,32.602713
181111,32.539529
181121,32.748385
181122,32.829342
181123,32.7863375
181124,32.750648
181131,32.501281
181132,32.6069595
181133,32.6331455
181141,32.4985545
181143,32.613679399999995
181145,32.681487
181152,32.710377
181201,32.899524
181202,32.8050805
181203,32.815994
181204,32.8403333
181205,34.75832
181206,32.7399495
181207,32.7985762
181221,32.796472
181224,32.6969695
182101,1.0
182104,32.9095278
182121,1.0
182122,1.0
182124,1.0
182125,1.0
182126,1.0
182127,1.0
182128,1.0
182141,1.0
182142,1.0
182143,1.0
182144,1.0
182145,1.0
182146,1.0
182147,1.0
182148,1.0
182161,1.0
182201,1.0
182202,1.0
182203,1.0
182204,1.0
182205,1.0
182206,33.1844
182207,33.1353
182221,1.0
182222,1.0
182301,1.0
182311,1.0
182312,17.053125
182313,1.0
182315,1.0
182320,32.941270900000006
184101,32.3673333
184102,32.3868685
184104,32.3872222
184120,32.559475500000005
184121,32.5472745
184141,32.512206
184142,32.445435
184143,32.42962
184144,32.472983
184145,33.5923875
184148,32.415485
184151,32.403872
184152,32.3845
184201,32.5054535
184202,32.536374
184203,32.559028
184204,32.613571
184205,32.624514
184206,32.707901
185101,1.0
185102,1.0
185121,1.0
185131,1.0
185132,1.0
185133,33.375711
185135,1.0
185151,1.0
185152,1.0
185153,1.0
185154,32.821098
185155,1.0
185156,1.0
185201,1.0
185202,1.0
185203,1.0
185211,1.0
185212,1.0
185233,1.0
185234,1.0
190001,34.0738611
190002,34.0863611
190003,34.11209315
190004,34.0639722
190005,34.0343333
190006,34.17367
190007,33.9998889
190008,34.063313
190009,34.0746388
190010,34.0699167
190011,34.0997043
190012,34.1009722
190014,34.0376694
190015,34.0439167
190017,34.1049915
190018,34.0766111
190019,73.65825
190020,34.1529167
190021,34.0213056
190023,34.061257
190024,34.1642778
190025,34.1425901
191101,34.115543
191102,34.0263611
191103,33.8632858
191111,129.6
191112,69.111
191113,190.5
191121,34.159457
191131,74.24
191132,34.0045833
191201,34.275102
191202,33.935595
192101,33.7399722
192121,34.104983
192122,134.75875
192123,174.55
192124,81.30000000000001
192125,99.52
192126,135.27675
192129,33.819590500000004
192201,129.6
192202,34.080126
192210,33.730987
192211,55.35687835
192212,132.0
192221,33.708549
192231,34.126103
192232,235.6
192233,33.627371499999995
192301,73.2532
192302,32.5
192303,32.5
192304,33.9473333
192305,129.6
192306,33.82220220000001
192401,32.6
193101,34.14
193103,34.2238055
193108,34.184757
193109,34.173747
193121,34.139412
193122,34.140684
193123,34.08
193201,34.331218
193221,34.4
193222,34.501166
193223,34.07
193224,34.514753
193225,34.3996
193301,34.27
193302,34.37
193303,34.31
193401,34.084664000000004
193402,79.4630515
193403,34.031827
193404,34.08385
193411,129.6
193501,34.247595
193502,34.4327815
193503,34.632775
193504,34.275914
193505,34.421967
194101,34.152838
194102,34.553506
194103,34.553506
194104,34.152838
194105,34.553506
194106,34.152838
194107,34.321115
194109,34.46271
194201,34.152838
194202,33.205916
194301,34.553506
194302,34.0081535
194303,34.553506
194401,34.4779465
194402,34.152838
194404,34.152838
201001,28.661389
201002,28.674257349999998
201003,28.722966
201004,28.6920556
201005,28.6846783
201006,28.689016000000002
201007,28.6681111
201008,28.534516
201009,28.656405499999998
201010,28.655112850000002
201011,28.664917
201012,28.6532778
201013,28.6837778
201014,28.6681111
201015,28.6842669
201016,28.629409
201017,28.6681111
201018,28.651964
201019,28.6681111
201020,28.6845277
201021,28.63408
201102,28.7493611
201103,28.79153205
201201,28.855159
201204,28.836173000000002
201206,28.770375
201301,23.51684
201302,28.5787
201303,24.599339999999998
201304,28.5086545
201305,24.948850999999998
201306,28.5308
201307,23.5648
201309,23.5648
201310,26.970551
201311,28.535516
201312,28.452212
201313,25.648745
201314,28.535516
201315,45.9874534
201316,45.4462114
201317,45.4654414
201318,28.6681111
202001,27.8879861
202002,27.9135016
202121,27.8056746
